0.000000,1.000000,0
0.087156,0.996195,0
0.173648,0.984808,0
0.258819,0.965926,0
0.342020,0.939693,0
0.422618,0.906308,0
0.500000,0.866025,0
0.573576,0.819152,0
0.642788,0.766044,0
0.707107,0.707107,0
0.766044,0.642788,0
0.819152,0.573576,0
0.866025,0.500000,0
0.906308,0.422618,0
0.939693,0.342020,0
0.965926,0.258819,0
0.984808,0.173648,0
0.996195,0.087156,0
1.000000,-0.000000,0
0.996195,-0.087156,0
0.984808,-0.173648,0
0.965926,-0.258819,0
0.939693,-0.342020,0
0.906308,-0.422618,0
0.866025,-0.500000,0
0.819152,-0.573576,0
0.766044,-0.642788,0
0.707107,-0.707107,0
0.642788,-0.766044,0
0.573576,-0.819152,0
0.500000,-0.866025,0
0.422618,-0.906308,0
0.342020,-0.939693,0
0.258819,-0.965926,0
0.173648,-0.984808,0
0.087156,-0.996195,0
-0.000000,-1.000000,0
-0.087156,-0.996195,0
-0.173648,-0.984808,0
-0.258819,-0.965926,0
-0.342020,-0.939693,0
-0.422618,-0.906308,0
-0.500000,-0.866025,0
-0.573576,-0.819152,0
-0.642788,-0.766044,0
-0.707107,-0.707107,0
-0.766045,-0.642788,0
-0.819152,-0.573576,0
-0.866025,-0.500000,0
-0.906308,-0.422618,0
-0.939693,-0.342020,0
-0.965926,-0.258819,0
-0.984808,-0.173648,0
-0.996195,-0.087156,0
-1.000000,0.000000,0
-0.996195,0.087156,0
-0.984808,0.173648,0
-0.965926,0.258819,0
-0.939693,0.342020,0
-0.906308,0.422618,0
-0.866025,0.500000,0
-0.819152,0.573576,0
-0.766044,0.642788,0
-0.707107,0.707107,0
-0.642788,0.766044,0
-0.573577,0.819152,0
-0.500000,0.866025,0
-0.422618,0.906308,0
-0.342020,0.939693,0
-0.258819,0.965926,0
-0.173648,0.984808,0
-0.087156,0.996195,0
0.000000,1.000000,0
0.000000,1.000000,1
0.087156,0.996195,1
0.173648,0.984808,1
0.258819,0.965926,1
0.342020,0.939693,1
0.422618,0.906308,1
0.500000,0.866025,1
0.573576,0.819152,1
0.642788,0.766044,1
0.707107,0.707107,1
0.766044,0.642788,1
0.819152,0.573576,1
0.866025,0.500000,1
0.906308,0.422618,1
0.939693,0.342020,1
0.965926,0.258819,1
0.984808,0.173648,1
0.996195,0.087156,1
1.000000,-0.000000,1
0.996195,-0.087156,1
0.984808,-0.173648,1
0.965926,-0.258819,1
0.939693,-0.342020,1
0.906308,-0.422618,1
0.866025,-0.500000,1
0.819152,-0.573576,1
0.766044,-0.642788,1
0.707107,-0.707107,1
0.642788,-0.766044,1
0.573576,-0.819152,1
0.500000,-0.866025,1
0.422618,-0.906308,1
0.342020,-0.939693,1
0.258819,-0.965926,1
0.173648,-0.984808,1
0.087156,-0.996195,1
-0.000000,-1.000000,1
-0.087156,-0.996195,1
-0.173648,-0.984808,1
-0.258819,-0.965926,1
-0.342020,-0.939693,1
-0.422618,-0.906308,1
-0.500000,-0.866025,1
-0.573576,-0.819152,1
-0.642788,-0.766044,1
-0.707107,-0.707107,1
-0.766045,-0.642788,1
-0.819152,-0.573576,1
-0.866025,-0.500000,1
-0.906308,-0.422618,1
-0.939693,-0.342020,1
-0.965926,-0.258819,1
-0.984808,-0.173648,1
-0.996195,-0.087156,1
-1.000000,0.000000,1
-0.996195,0.087156,1
-0.984808,0.173648,1
-0.965926,0.258819,1
-0.939693,0.342020,1
-0.906308,0.422618,1
-0.866025,0.500000,1
-0.819152,0.573576,1
-0.766044,0.642788,1
-0.707107,0.707107,1
-0.642788,0.766044,1
-0.573577,0.819152,1
-0.500000,0.866025,1
-0.422618,0.906308,1
-0.342020,0.939693,1
-0.258819,0.965926,1
-0.173648,0.984808,1
-0.087156,0.996195,1
0.000000,1.000000,1
0.000000,1.000000,2
0.087156,0.996195,2
0.173648,0.984808,2
0.258819,0.965926,2
0.342020,0.939693,2
0.422618,0.906308,2
0.500000,0.866025,2
0.573576,0.819152,2
0.642788,0.766044,2
0.707107,0.707107,2
0.766044,0.642788,2
0.819152,0.573576,2
0.866025,0.500000,2
0.906308,0.422618,2
0.939693,0.342020,2
0.965926,0.258819,2
0.984808,0.173648,2
0.996195,0.087156,2
1.000000,-0.000000,2
0.996195,-0.087156,2
0.984808,-0.173648,2
0.965926,-0.258819,2
0.939693,-0.342020,2
0.906308,-0.422618,2
0.866025,-0.500000,2
0.819152,-0.573576,2
0.766044,-0.642788,2
0.707107,-0.707107,2
0.642788,-0.766044,2
0.573576,-0.819152,2
0.500000,-0.866025,2
0.422618,-0.906308,2
0.342020,-0.939693,2
0.258819,-0.965926,2
